,area,endereco,quartos,banheiros,vagas,preco,condominio,amenidades,cidade,data_scraping
5518,70,"Rua Professor Celso Quirino dos Santos, 250 - Cidade São Francisco, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 565,"Jardim
Playground
Elevador",São Paulo,"September 20, 2021 17:02"
5519,55,"Rua Antares, 166 - Cidade Satélite Santa Bárbara, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.100 /mês,,"Garagem
Cozinha
Churrasqueira
Playground
Quadra poliesportiva",São Paulo,"September 20, 2021 17:02"
5520,86,"Rua Cipriano Barata - Ipiranga, São Paulo - SP",3 Quartos,3 Banheiros,1 Vaga,R$ 2.800 /mês,R$ 1.000,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",São Paulo,"September 20, 2021 17:02"
5521,110,"Rua Abílio Soares - Paraíso, São Paulo - SP",3 Quartos,3 Banheiros,1 Vaga,R$ 3.700 /mês,R$ 1.254,"Sala de jantar
Área de serviço",São Paulo,"September 20, 2021 17:02"
5522,66,"Alameda dos Aicás - Indianópolis, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 3.500 /mês,R$ 670,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 17:02"
5523,62,"Brooklin, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.000 /mês,R$ 500,"Vigia
Armário na cozinha
Área de serviço",São Paulo,"September 20, 2021 17:02"
5524,99,"Rua São Benedito - Alto Da Boa Vista, São Paulo - SP",2 Quartos,3 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 660,,São Paulo,"September 20, 2021 17:02"
5525,240,"Rua Havaí, 440 - Sumaré, São Paulo - SP",4 Quartos,6 Banheiros,5 Vagas,R$ 7.990 /mês,R$ 3.100,"Mobiliado
Área de serviço
Playground
Salão de festas
Quadra poliesportiva
...",São Paulo,"September 20, 2021 17:02"
5526,161,"Campo Belo, São Paulo - SP",3 Quartos,5 Banheiros,3 Vagas,"R$ 11.000 /mês
R$ 2.400.000",R$ 2.400,"Piscina
Mobiliado
Churrasqueira
Academia
Salão de festas
...",São Paulo,"September 20, 2021 17:02"
5527,68,"Rua Cachoeira Poraquê - Conjunto Promorar Raposo Tavares, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 910 /mês,R$ 290,,São Paulo,"September 20, 2021 17:02"
5528,48,"Rua Carlos de Sousa Nazaré, 301 - Centro, São Paulo - SP",2 Quartos,1 Banheiro,-- Vaga,R$ 2.800 /mês,R$ 557,"Condomínio fechado
Elevador",São Paulo,"September 20, 2021 17:02"
5529,45,"Avenida Moema, 260 - Moema, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.500 /mês,R$ 1.000,"Piscina
Mobiliado
Condomínio fechado
Academia
Aceita animais
...",São Paulo,"September 20, 2021 17:02"
5530,41,"Avenida Doutor Cardoso de Melo, 851 - Vila Olímpia, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 920,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 17:02"
5531,80,"Rua Juréia - Vila Mariana, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,"R$ 2.500 /mês
R$ 650.000",R$ 760,"Piscina
Churrasqueira
Elevador
Varanda
Área de serviço
...",São Paulo,"September 20, 2021 17:02"
5532,50,"Avenida Zumkeller, 933 - Parque Mandaqui, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 1.700 /mês,R$ 500,Conexão à internet,São Paulo,"September 20, 2021 17:02"
5533,38,"Avenida Duque de Caxias - Campos Eliseos, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 750 /mês,R$ 325,,São Paulo,"September 20, 2021 17:02"
5534,37,"Rua Luís Dias, 135 - Itaim Bibi, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.077 /mês,R$ 737,"Elevador
Academia
Garagem
Jardim
Salão de festas
...",São Paulo,"September 20, 2021 17:02"
5535,85,"Rua Nelson Gama de Oliveira - Morumbi, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,"R$ 2.900 /mês
R$ 600.000",R$ 670,"Piscina
Churrasqueira
Academia
Espaço gourmet
Playground
...",São Paulo,"September 20, 2021 17:02"
5536,130,"Vila Tucuna, 969 - Pompeia, São Paulo - SP",3 Quartos,3 Banheiros,3 Vagas,R$ 5.985 /mês,R$ 1.400,"Área de serviço
Playground
Salão de festas
Quadra poliesportiva
Closet
...",São Paulo,"September 20, 2021 17:02"
5537,30,"Rua dos Andradas, 441 - Santa Ifigênia, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 950 /mês,R$ 250,"Acesso para deficientes
Elevador
Condomínio fechado
Portão eletrônico
Aceita animais",São Paulo,"September 20, 2021 17:02"
5538,42,"Alameda Casa Branca, 343 - Jardim Paulista, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.705 /mês,R$ 1.080,"Piscina
Mobiliado
Varanda
Academia
Espaço gourmet
...",São Paulo,"September 20, 2021 17:02"
5539,179,"Avenida Conselheiro Rodrigues Alves, 1021 - Vila Mariana, São Paulo - SP",4 Quartos,5 Banheiros,3 Vagas,"R$ 8.500 /mês
R$ 2.100.000",R$ 2.455,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",São Paulo,"September 20, 2021 17:02"
5540,224,"Rua Ministro Godói - Perdizes, São Paulo - SP",3 Quartos,4 Banheiros,2 Vagas,"R$ 9.000 /mês
R$ 2.470.000",R$ 2.000,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 17:02"
5541,32,"Rua Marquês de Itu, 181 - República, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.000 /mês,R$ 785,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...",São Paulo,"September 20, 2021 17:02"
5542,55,"Rua Doutor Sérgio Meira, 230 - Barra Funda, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.750 /mês,R$ 550,,São Paulo,"September 20, 2021 17:02"
5543,47,"Rua dos Cariris - Pinheiros, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 3.000 /mês,R$ 670,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...",São Paulo,"September 20, 2021 17:02"
5544,40,"Rua Ascencional - Jardim Ampliação, São Paulo - SP",1 Quarto,1 Banheiro,2 Vagas,R$ 1.300 /mês,R$ 639,"Academia
Piscina",São Paulo,"September 20, 2021 17:02"
5545,130,"Pinheiros, São Paulo - SP",3 Quartos,3 Banheiros,1 Vaga,R$ 5.000 /mês,R$ 1.200,"Condomínio fechado
Portaria 24h
Área de serviço",São Paulo,"September 20, 2021 17:02"
5546,48,"Jardim Vergueiro, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.200 /mês,R$ 503,"Elevador
Área de serviço
Playground
Salão de festas
Quadra poliesportiva
...",São Paulo,"September 20, 2021 17:02"
5547,105,"Vila Romana, São Paulo - SP",3 Quartos,4 Banheiros,2 Vagas,"R$ 5.190 /mês
R$ 1.270.000",R$ 980,"Academia
Área de serviço
Varanda gourmet
Cozinha
Interfone
...",São Paulo,"September 20, 2021 17:02"
5548,61,"Rua Roque de Morais, 345 - Limão, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,"R$ 1.450 /mês
R$ 280.000",R$ 468,"Churrasqueira
Condomínio fechado
Interfone
Quadra poliesportiva",São Paulo,"September 20, 2021 17:02"
5549,60,"Rua Pedro Pomponazzi - Chácara Klabin, São Paulo - SP",2 Quartos,1 Banheiro,2 Vagas,R$ 2.400 /mês,R$ 657,"Elevador
Interfone
Salão de festas
Armário na cozinha
Área de serviço",São Paulo,"September 20, 2021 17:02"
5550,51,"Alameda Olga, 288 - Barra Funda, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.900 /mês,R$ 640,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 17:02"
5551,50,"Rua Juquis - Moema, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.200 /mês,R$ 1.423,"Piscina
Mobiliado
Churrasqueira
Elevador
Jardim
...",São Paulo,"September 20, 2021 17:02"
5552,60,"Rua Cunha Gago, 198 - Pinheiros, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.799 /mês,R$ 730,"Piscina
Salão de festas",São Paulo,"September 20, 2021 17:02"
5553,29,"Avenida Nove de Julho - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.300 /mês,R$ 507,,São Paulo,"September 20, 2021 17:02"
5554,34,"Rua Coronel Jordão - Vila Guilherme, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.000 /mês,R$ 150,,São Paulo,"September 20, 2021 17:02"
5555,47,"Avenida Francisco Matarazzo - Água Branca, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.200 /mês,R$ 450,"Elevador
Garagem
Área de serviço
Perto de vias de acesso
Próximo a escola
...",São Paulo,"September 20, 2021 17:02"
5556,67,"Rua Fradique Coutinho, 623 - Pinheiros, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,"R$ 2.400 /mês
R$ 580.000",R$ 781,"Interfone
Sistema de alarme",São Paulo,"September 20, 2021 17:02"
5557,213,"Avenida Morumbi - Morumbi, São Paulo - SP",3 Quartos,5 Banheiros,4 Vagas,R$ 13.500 /mês,R$ 1.700,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 17:02"
5558,37,"Avenida Nove de Julho, 2005 - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.000 /mês,R$ 510,"Cozinha
Elevador
Interfone
Área de serviço",São Paulo,"September 20, 2021 17:02"
5559,41,"Rua Antônio Carlos, 453 - Consolação, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.250 /mês,,,São Paulo,"September 20, 2021 17:02"
5560,91,"Rua Jorge Americano, 310 - Alto da Lapa, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,R$ 3.950 /mês,R$ 1.065,"Piscina
Mobiliado
Churrasqueira
Condomínio fechado
Aceita animais
...",São Paulo,"September 20, 2021 17:02"
5561,45,"Brooklin, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 600,,São Paulo,"September 20, 2021 17:02"
5562,35,"Rua Marselhesa - Vila Mariana, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.800 /mês,R$ 640,"Piscina
Churrasqueira
Elevador
Varanda
Ar-condicionado
...",São Paulo,"September 20, 2021 17:02"
5563,125,"Avenida Macuco, 299 - Moema, São Paulo - SP",3 Quartos,5 Banheiros,2 Vagas,"R$ 8.500 /mês
R$ 2.500.000",R$ 1.255,"Elevador
Varanda
Academia
Espaço gourmet
Garagem
...",São Paulo,"September 20, 2021 17:02"
5564,90,"Rua Bertioga - Chácara Inglesa, São Paulo - SP",3 Quartos,1 Banheiro,2 Vagas,R$ 4.900 /mês,R$ 900,"Varanda
Academia
Jardim
Área de serviço
Playground
...",São Paulo,"September 20, 2021 17:02"
5565,63,"Rua Professor José Leite e Oiticica - Brooklin, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 4.000 /mês,R$ 695,"Piscina
Varanda
Ar-condicionado
Armário na cozinha
Interfone
...",São Paulo,"September 20, 2021 17:02"
5566,65,"Vila Prudente, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 1.650 /mês,R$ 514,"Piscina
Churrasqueira
Varanda
Quintal
Área de serviço
...",São Paulo,"September 20, 2021 17:02"
5567,62,"Rua Caio Prado, 363 - Bela Vista, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 3.500 /mês,R$ 649,"Condomínio fechado
Espaço gourmet
Salão de jogos",São Paulo,"September 20, 2021 17:02"
5568,53,"Rua Doutor Pinto Ferraz, 271 - Vila Mariana, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.650 /mês,R$ 470,"Academia
Salão de festas
Elevador
Portaria 24h",São Paulo,"September 20, 2021 17:02"
5569,23,"Rua Caio Prado, 101 - Consolação, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 2.500 /mês,R$ 200,"Ar-condicionado
Varanda",São Paulo,"September 20, 2021 17:02"
5570,35,"Avenida Doutor Cardoso de Melo, 674 - Vila Olímpia, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.200 /mês,R$ 700,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 17:02"
5571,38,"Rua Frederico Abranches, 375 - Vila Buarque, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.400 /mês,R$ 604,"Elevador
Academia
Aceita animais
Portaria 24h
Cozinha americana
...",São Paulo,"September 20, 2021 17:02"
5572,50,"Moema, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.600 /mês,R$ 540,"Piscina
Elevador
Varanda
Garagem
Jardim
...",São Paulo,"September 20, 2021 17:02"
5573,92,"Rua Filipinas - Alto da Lapa, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.200 /mês,R$ 1,,São Paulo,"September 20, 2021 17:02"
5574,55,"Vila Mascote, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 663,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...",São Paulo,"September 20, 2021 17:02"
5575,110,"Vila Madalena, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,"R$ 2.800 /mês
R$ 950.000",R$ 910,"Cozinha
Elevador
Interfone
TV a cabo
Área de serviço",São Paulo,"September 20, 2021 17:02"
5576,110,"Moema, São Paulo - SP",4 Quartos,3 Banheiros,2 Vagas,R$ 6.000 /mês,R$ 1.140,"Piscina
Churrasqueira
Varanda
Quintal
Ar-condicionado
...",São Paulo,"September 20, 2021 17:02"
5577,77,"Rua Ática, 480 - Jardim Brasil, São Paulo - SP",2 Quartos,1 Banheiro,2 Vagas,R$ 1.300 /mês,R$ 850,"Piscina
Elevador
Espaço gourmet
Garagem
Playground
...",São Paulo,"September 20, 2021 17:02"
5578,60,"Rua Sapucaia - Alto da Mooca, São Paulo - SP",2 Quartos,2 Banheiros,2 Vagas,R$ 2.500 /mês,R$ 543,"Mobiliado
Varanda
Academia
Jardim
Área de serviço
...",São Paulo,"September 20, 2021 17:02"
5579,40,"Praça Benedito Calixto - Pinheiros, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.900 /mês,R$ 650,"Elevador
Condomínio fechado
Aceita animais
Portaria 24h
Armário embutido no quarto
...",São Paulo,"September 20, 2021 17:02"
5580,82,"Vila Mariana, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.000 /mês,R$ 820,"Cozinha
Elevador
Segurança 24h
Área de serviço",São Paulo,"September 20, 2021 17:03"
5581,64,"Avenida dos Imarés, 160 - Indianópolis, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 4.400 /mês,R$ 120,Aquecimento,São Paulo,"September 20, 2021 17:03"
5582,103,"Vila Suzana, São Paulo - SP",3 Quartos,4 Banheiros,2 Vagas,R$ 3.290 /mês,R$ 1.100,"Piscina
Churrasqueira
Varanda
Academia
Área de serviço
...",São Paulo,"September 20, 2021 17:03"
5583,186,"Rua Monte Alegre, 238 - Perdizes, São Paulo - SP",3 Quartos,5 Banheiros,4 Vagas,R$ 11.000 /mês,R$ 2.500,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 17:03"
5584,89,"Jardim Prudência, São Paulo - SP",3 Quartos,2 Banheiros,2 Vagas,R$ 4.600 /mês,R$ 694,"Piscina
Mobiliado
Churrasqueira
Área de serviço
Playground
...",São Paulo,"September 20, 2021 17:03"
5585,31,"Praça Cassiano Nogueira, 28 - Vila Mariana, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.335 /mês,R$ 511,"Ar-condicionado
Cozinha
Elevador
Gerador elétrico",São Paulo,"September 20, 2021 17:03"
5586,100,"Rua Doutor Bacelar, 709 - Vila Clementino, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,R$ 5.600 /mês,R$ 1.413,"Piscina
Mobiliado
Churrasqueira
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 17:03"
5587,354,"Alameda Itu, 885 - Jardim Paulista, São Paulo - SP",4 Quartos,5 Banheiros,3 Vagas,"R$ 25.000 /mês
R$ 4.930.000",R$ 3.000,"Elevador
Condomínio fechado
Academia
Aceita animais
Espaço gourmet
...",São Paulo,"September 20, 2021 17:03"
5588,62,"Rua Coronel Camisão - Vila Gomes, São Paulo - SP",2 Quartos,1 Banheiro,2 Vagas,R$ 2.000 /mês,R$ 600,"Piscina
Churrasqueira
Elevador
Espaço gourmet
Varanda gourmet
...",São Paulo,"September 20, 2021 17:03"
5589,40,"Rua Professor Carlos de Carvalho - Itaim Bibi, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 455,"Jardim
Piscina",São Paulo,"September 20, 2021 17:03"
5590,136,"Rua Renato Egídio de Souza Aranha - Vila Sao Francisco, São Paulo - SP",3 Quartos,5 Banheiros,2 Vagas,R$ 4.000 /mês,R$ 1.715,"Piscina
Churrasqueira
Área de serviço
Quadra poliesportiva
Armário na cozinha
...",São Paulo,"September 20, 2021 17:03"
5591,52,"Rua Jaceru, 346 - Brooklin, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 3.190 /mês,R$ 592,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 17:03"
5592,123,"Perdizes, São Paulo - SP",2 Quartos,3 Banheiros,3 Vagas,"R$ 7.500 /mês
R$ 1.400.000",R$ 1.750,"Piscina
Varanda
Academia
Ar-condicionado
Jardim
...",São Paulo,"September 20, 2021 17:03"
5593,210,"Água Branca, São Paulo - SP",4 Quartos,4 Banheiros,2 Vagas,R$ 22.000 /mês,R$ 1.260,"Piscina
Churrasqueira
Elevador
Jardim
Sistema de alarme
...",São Paulo,"September 20, 2021 17:03"
5594,178,"Rua Pensilvânia - Cidade Monções, São Paulo - SP",3 Quartos,5 Banheiros,3 Vagas,"R$ 10.500 /mês
R$ 2.390.000",R$ 1.550,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",São Paulo,"September 20, 2021 17:03"
5595,53,"Santo Amaro, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,"R$ 1.899 /mês
R$ 285.000",R$ 457,"Salão de festas
Sala de jantar
Área de serviço",São Paulo,"September 20, 2021 17:03"
5596,134,"Rua Tabapuã, 460 - Itaim Bibi, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,"R$ 3.860 /mês
R$ 1.826.000",R$ 1.640,"Elevador
Garagem
Interfone",São Paulo,"September 20, 2021 17:03"
5597,110,"Rua João de Sousa Dias - Campo Belo, São Paulo - SP",3 Quartos,3 Banheiros,1 Vaga,R$ 2.800 /mês,R$ 1.133,"Elevador
Playground
Salão de festas
Armário embutido
Área de serviço",São Paulo,"September 20, 2021 17:03"
5598,36,"Rua Costa - Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.400 /mês,R$ 255,"Mobiliado
Elevador
Área de serviço
Cozinha
Interfone
...",São Paulo,"September 20, 2021 17:03"
5599,129,"Rua Bacaetava - Brooklin, São Paulo - SP",4 Quartos,4 Banheiros,2 Vagas,"R$ 8.000 /mês
R$ 1.700.000",R$ 1.200,"Piscina
Churrasqueira
Elevador
Ar-condicionado
Área de serviço
...",São Paulo,"September 20, 2021 17:03"
5600,53,"Rua Diogo Jácome, 954 - Vila Nova Conceição, São Paulo - SP",1 Quarto,2 Banheiros,1 Vaga,R$ 3.500 /mês,R$ 750,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",São Paulo,"September 20, 2021 17:03"
5601,85,"Rua Orfanato - Vila Prudente, São Paulo - SP",3 Quartos,2 Banheiros,1 Vaga,"R$ 1.900 /mês
R$ 520.000",R$ 810,"Churrasqueira
Playground
Piscina infantil
Salão de festas
Quadra poliesportiva
...",São Paulo,"September 20, 2021 17:03"
5602,75,"Rua Paracatu - Saúde, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,R$ 2.100 /mês,R$ 690,"Piscina
Elevador
Varanda
Área de serviço
Cozinha
...",São Paulo,"September 20, 2021 17:03"
5603,130,"Pinheiros, São Paulo - SP",2 Quartos,3 Banheiros,2 Vagas,R$ 4.500 /mês,R$ 1.600,"Piscina
Varanda
Área de serviço
Armário na cozinha
Interfone
...",São Paulo,"September 20, 2021 17:03"
5604,66,"Rua Cônego Eugênio Leite - Pinheiros, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 2.900 /mês,R$ 980,,São Paulo,"September 20, 2021 17:03"
5605,172,"Avenida Ibijaú - Moema, São Paulo - SP",4 Quartos,5 Banheiros,2 Vagas,R$ 5.700 /mês,R$ 1.950,"Piscina
Ar-condicionado
Área de serviço
Playground
Quadra poliesportiva
...",São Paulo,"September 20, 2021 17:03"
5606,130,"Avenida Rebouças, 399 - Jardins, São Paulo - SP",3 Quartos,3 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 1.559,"Jardim
Elevador
Condomínio fechado
Portão eletrônico
Portaria 24h",São Paulo,"September 20, 2021 17:03"
5607,31,"Bela Vista, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.500 /mês,R$ 494,"Piscina
Elevador
Lavanderia
Salão de festas",São Paulo,"September 20, 2021 17:03"
5608,98,"Rua Capitão Otávio Machado, 912 - Chácara Santo Antônio, São Paulo - SP",3 Quartos,3 Banheiros,2 Vagas,R$ 3.200 /mês,R$ 705,"Academia
Garagem
Área de serviço
Playground
Piscina infantil
...",São Paulo,"September 20, 2021 17:03"
5609,60,"Vila Olímpia, São Paulo - SP",2 Quartos,1 Banheiro,1 Vaga,R$ 2.400 /mês,R$ 838,"Churrasqueira
Elevador
Jardim
Área de serviço
Armário na cozinha
...",São Paulo,"September 20, 2021 17:03"
5610,150,"Rua Pascoal Vita, 342 - Vila Madalena, São Paulo - SP",3 Quartos,4 Banheiros,3 Vagas,"R$ 7.000 /mês
R$ 1.850.000",R$ 1.990,"Piscina
Elevador
Academia
Aceita animais
Ar-condicionado
...",São Paulo,"September 20, 2021 17:03"
5611,212,"Panamby, São Paulo - SP",4 Quartos,5 Banheiros,4 Vagas,"R$ 8.500 /mês
R$ 2.100.000",R$ 3.000,"Piscina
Mobiliado
Churrasqueira
Academia
Espaço gourmet
...",São Paulo,"September 20, 2021 17:03"
5612,128,"Alameda dos Arapanés, 390 - Moema, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,"R$ 3.700 /mês
R$ 1.100.000",R$ 1.050,"Elevador
Condomínio fechado
Varanda
Academia
Jardim
...",São Paulo,"September 20, 2021 17:03"
5613,46,"Rua Doutor Antônio Bento - Santo Amaro, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 500,"Elevador
Academia
Espaço gourmet
Área de serviço
Cozinha
...",São Paulo,"September 20, 2021 17:03"
5614,70,"Avenida Vieira de Carvalho - República, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.350 /mês,R$ 350,"Condomínio fechado
Portão eletrônico
Portaria 24h
Área de serviço
Aceita animais",São Paulo,"September 20, 2021 17:03"
5615,32,"Rua Bartholomeu do Canto - Limão, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.500 /mês,R$ 298,"Churrasqueira
Cozinha
Elevador
Interfone
Varanda",São Paulo,"September 20, 2021 17:03"
5616,212,"Panamby, São Paulo - SP",4 Quartos,5 Banheiros,4 Vagas,"R$ 8.500 /mês
R$ 2.100.000",R$ 3.000,"Piscina
Mobiliado
Churrasqueira
Academia
Espaço gourmet
...",São Paulo,"September 20, 2021 17:03"
5617,128,"Alameda dos Arapanés, 390 - Moema, São Paulo - SP",2 Quartos,2 Banheiros,1 Vaga,"R$ 3.700 /mês
R$ 1.100.000",R$ 1.050,"Elevador
Condomínio fechado
Varanda
Academia
Jardim
...",São Paulo,"September 20, 2021 17:03"
5618,46,"Rua Doutor Antônio Bento - Santo Amaro, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 500,"Elevador
Academia
Espaço gourmet
Área de serviço
Cozinha
...",São Paulo,"September 20, 2021 17:03"
5619,70,"Avenida Vieira de Carvalho - República, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.350 /mês,R$ 350,"Condomínio fechado
Portão eletrônico
Portaria 24h
Área de serviço
Aceita animais",São Paulo,"September 20, 2021 17:03"
5620,32,"Rua Bartholomeu do Canto - Limão, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,R$ 1.500 /mês,R$ 298,"Churrasqueira
Cozinha
Elevador
Interfone
Varanda",São Paulo,"September 20, 2021 17:03"
5621,40,"Rua João Cachoeira, 1577 - Vila Nova Conceição, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 5.465 /mês,R$ 600,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 17:03"
5622,28,"Rua Rego Freitas, 484 - República, São Paulo - SP",1 Quarto,1 Banheiro,-- Vaga,"R$ 2.500 /mês
R$ 340.000",R$ 250,"Mobiliado
Churrasqueira
Elevador
Condomínio fechado
Aceita animais
...",São Paulo,"September 20, 2021 17:03"
5623,50,"Avenida Rouxinol, 762 - Moema, São Paulo - SP",1 Quarto,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 779,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",São Paulo,"September 20, 2021 17:03"
